sentence,classification,prev2,prev1,next1,next2
Motion to hold two weeks Second Discussion: Seeing none.,i,Bill 1675.,"Bill No 1675 resolution providing for the sale of certain property in the 23rd Ward in the First Council District of the City of Pittsburgh, acquired by the City of Pittsburgh at tax sale.",All those in favor of a two-week hold: please indicate by saying aye.,Second Be a hold.
All those in favor of a two-week hold: please indicate by saying aye.,i,"Bill No 1675 resolution providing for the sale of certain property in the 23rd Ward in the First Council District of the City of Pittsburgh, acquired by the City of Pittsburgh at tax sale.",Motion to hold two weeks Second Discussion: Seeing none.,Second Be a hold.,"Please indicate by saying aye, Aye, Aye, Aye, Aye."
Second Be a hold.,i,Motion to hold two weeks Second Discussion: Seeing none.,All those in favor of a two-week hold: please indicate by saying aye.,"Please indicate by saying aye, Aye, Aye, Aye, Aye.",All those in favor.
"Please indicate by saying aye, Aye, Aye, Aye, Aye.",i,All those in favor of a two-week hold: please indicate by saying aye.,Second Be a hold.,All those in favor.,"Aye, Bill 1675 will be held for two weeks."
All those in favor.,i,Second Be a hold.,"Please indicate by saying aye, Aye, Aye, Aye, Aye.","Aye, Bill 1675 will be held for two weeks.",New papers: Bill 1687.
"Aye, Bill 1675 will be held for two weeks.",b,"Please indicate by saying aye, Aye, Aye, Aye, Aye.",All those in favor.,New papers: Bill 1687.,"Bill 1687 resolution authorizing the issuance of a warrant in favor of the County of Allegheny in an amount not to exceed 13,647 over one year in full."
New papers: Bill 1687.,b,All those in favor.,"Aye, Bill 1675 will be held for two weeks.","Bill 1687 resolution authorizing the issuance of a warrant in favor of the County of Allegheny in an amount not to exceed 13,647 over one year in full.",and final settlement of a claim for damage to the glycol line sidewalk heating system at the Allegheny County Courthouse by Domi Traffic Division during sign replacement.
"Bill 1687 resolution authorizing the issuance of a warrant in favor of the County of Allegheny in an amount not to exceed 13,647 over one year in full.",b,"Aye, Bill 1675 will be held for two weeks.",New papers: Bill 1687.,and final settlement of a claim for damage to the glycol line sidewalk heating system at the Allegheny County Courthouse by Domi Traffic Division during sign replacement.,Motion to approve the claimzgcom replacement on the Forbes Avenue sidewalk area of the courthouse on December 3rd 2024.
and final settlement of a claim for damage to the glycol line sidewalk heating system at the Allegheny County Courthouse by Domi Traffic Division during sign replacement.,i,New papers: Bill 1687.,"Bill 1687 resolution authorizing the issuance of a warrant in favor of the County of Allegheny in an amount not to exceed 13,647 over one year in full.",Motion to approve the claimzgcom replacement on the Forbes Avenue sidewalk area of the courthouse on December 3rd 2024.,Second Discussion: Seeing none.
Motion to approve the claimzgcom replacement on the Forbes Avenue sidewalk area of the courthouse on December 3rd 2024.,i,"Bill 1687 resolution authorizing the issuance of a warrant in favor of the County of Allegheny in an amount not to exceed 13,647 over one year in full.",and final settlement of a claim for damage to the glycol line sidewalk heating system at the Allegheny County Courthouse by Domi Traffic Division during sign replacement.,Second Discussion: Seeing none.,"all those in favor of Bill 1687, please indicate by saying aye, Aye, Aye."
Second Discussion: Seeing none.,b,and final settlement of a claim for damage to the glycol line sidewalk heating system at the Allegheny County Courthouse by Domi Traffic Division during sign replacement.,Motion to approve the claimzgcom replacement on the Forbes Avenue sidewalk area of the courthouse on December 3rd 2024.,"all those in favor of Bill 1687, please indicate by saying aye, Aye, Aye.",Affirmative recommendation.
"all those in favor of Bill 1687, please indicate by saying aye, Aye, Aye.",i,Motion to approve the claimzgcom replacement on the Forbes Avenue sidewalk area of the courthouse on December 3rd 2024.,Second Discussion: Seeing none.,Affirmative recommendation.,That moves us on to invoices.
Affirmative recommendation.,i,Second Discussion: Seeing none.,"all those in favor of Bill 1687, please indicate by saying aye, Aye, Aye.",That moves us on to invoices.,Do we have a motion on invoices?
That moves us on to invoices.,b,"all those in favor of Bill 1687, please indicate by saying aye, Aye, Aye.",Affirmative recommendation.,Do we have a motion on invoices?,Second Discussion: Seeing none.
Do we have a motion on invoices?,b,Affirmative recommendation.,That moves us on to invoices.,Second Discussion: Seeing none.,"all those in favor of invoices, please indicate by saying aye, Aye, Invoices are approved."
