sentence,classification,prev2,prev1,next1,next2
Is there anything from members?,b,"Next week council will hold their regular meeting on Tuesday April 22nd and their standing committee meeting on Wednesday April 23rd, both at 10 am.","To register to speak at these meetings and hearings, please fill out the sign-up form on the council meeting webpage by the deadline and you may also call the clerk's office at 412-255-2138.","Councilwoman Kale-Smith, I just wanna wish everyone a happy Easter this weekend, but I also wanna remind people that we have our District 2 Easter Egg Hunt, which is Saturday 11 am at Westwood Field.","You don't need to pre-register, just show up."
"Councilwoman Kale-Smith, I just wanna wish everyone a happy Easter this weekend, but I also wanna remind people that we have our District 2 Easter Egg Hunt, which is Saturday 11 am at Westwood Field.",i,"To register to speak at these meetings and hearings, please fill out the sign-up form on the council meeting webpage by the deadline and you may also call the clerk's office at 412-255-2138.",Is there anything from members?,"You don't need to pre-register, just show up.",Parking Commander Ripple made arrangements with Giant Eagle to have parking down on the Giant Eagle parking lot of Noblestown Road and people can get a shuttle- a Pittsburgh police shuttle- up to the field so it puts less kids at risk with all the cars and vehicles riding around.
"You don't need to pre-register, just show up.",i,Is there anything from members?,"Councilwoman Kale-Smith, I just wanna wish everyone a happy Easter this weekend, but I also wanna remind people that we have our District 2 Easter Egg Hunt, which is Saturday 11 am at Westwood Field.",Parking Commander Ripple made arrangements with Giant Eagle to have parking down on the Giant Eagle parking lot of Noblestown Road and people can get a shuttle- a Pittsburgh police shuttle- up to the field so it puts less kids at risk with all the cars and vehicles riding around.,So we'll have that.
Parking Commander Ripple made arrangements with Giant Eagle to have parking down on the Giant Eagle parking lot of Noblestown Road and people can get a shuttle- a Pittsburgh police shuttle- up to the field so it puts less kids at risk with all the cars and vehicles riding around.,i,"Councilwoman Kale-Smith, I just wanna wish everyone a happy Easter this weekend, but I also wanna remind people that we have our District 2 Easter Egg Hunt, which is Saturday 11 am at Westwood Field.","You don't need to pre-register, just show up.",So we'll have that.,but everyone's welcome.
So we'll have that.,i,"You don't need to pre-register, just show up.",Parking Commander Ripple made arrangements with Giant Eagle to have parking down on the Giant Eagle parking lot of Noblestown Road and people can get a shuttle- a Pittsburgh police shuttle- up to the field so it puts less kids at risk with all the cars and vehicles riding around.,but everyone's welcome.,We'll have things for kids with differing abilities.
but everyone's welcome.,i,Parking Commander Ripple made arrangements with Giant Eagle to have parking down on the Giant Eagle parking lot of Noblestown Road and people can get a shuttle- a Pittsburgh police shuttle- up to the field so it puts less kids at risk with all the cars and vehicles riding around.,So we'll have that.,We'll have things for kids with differing abilities.,"but if you have some special accommodations you need, please contact our office."
We'll have things for kids with differing abilities.,i,So we'll have that.,but everyone's welcome.,"but if you have some special accommodations you need, please contact our office.",Are there any safe areas?
"but if you have some special accommodations you need, please contact our office.",i,but everyone's welcome.,We'll have things for kids with differing abilities.,Are there any safe areas?,Motorcycle rides are supposed to be there.
Are there any safe areas?,i,We'll have things for kids with differing abilities.,"but if you have some special accommodations you need, please contact our office.",Motorcycle rides are supposed to be there.,I just said we'll see.
Motorcycle rides are supposed to be there.,i,"but if you have some special accommodations you need, please contact our office.",Are there any safe areas?,I just said we'll see.,"We'll see if they show up, Otherwise you're gonna be pedaling a bicycle."
I just said we'll see.,i,Are there any safe areas?,Motorcycle rides are supposed to be there.,"We'll see if they show up, Otherwise you're gonna be pedaling a bicycle.","Yeah, I talked to the chief."
"We'll see if they show up, Otherwise you're gonna be pedaling a bicycle.",i,Motorcycle rides are supposed to be there.,I just said we'll see.,"Yeah, I talked to the chief.","yeah, So we'll see, But I hope everyone comes."
"Yeah, I talked to the chief.",i,I just said we'll see.,"We'll see if they show up, Otherwise you're gonna be pedaling a bicycle.","yeah, So we'll see, But I hope everyone comes.","Councilwoman Strasburger, you're always a big hit."
"yeah, So we'll see, But I hope everyone comes.",i,"We'll see if they show up, Otherwise you're gonna be pedaling a bicycle.","Yeah, I talked to the chief.","Councilwoman Strasburger, you're always a big hit.",Everybody loves that.
