sentence,classification,prev2,prev1,next1,next2
Thank you.,b,I got one more Those here for National Community Development Week.,will you please come forward?,"So, first and foremost, I'll simply say, on behalf of the city of Pittsburgh and all our residents, we're grateful for all the work that you all do, day in and day out.",so we just want to acknowledge that you're equally important to all the success that occurs within our city.
"So, first and foremost, I'll simply say, on behalf of the city of Pittsburgh and all our residents, we're grateful for all the work that you all do, day in and day out.",b,will you please come forward?,Thank you.,so we just want to acknowledge that you're equally important to all the success that occurs within our city.,so thank you.
so we just want to acknowledge that you're equally important to all the success that occurs within our city.,i,Thank you.,"So, first and foremost, I'll simply say, on behalf of the city of Pittsburgh and all our residents, we're grateful for all the work that you all do, day in and day out.",so thank you.,Whereas the week of April 21st through 25th 2025 has been designated as National Community Development Week to celebrate the community development week.
so thank you.,i,"So, first and foremost, I'll simply say, on behalf of the city of Pittsburgh and all our residents, we're grateful for all the work that you all do, day in and day out.",so we just want to acknowledge that you're equally important to all the success that occurs within our city.,Whereas the week of April 21st through 25th 2025 has been designated as National Community Development Week to celebrate the community development week.,to celebrate the community development week.
Whereas the week of April 21st through 25th 2025 has been designated as National Community Development Week to celebrate the community development week.,b,so we just want to acknowledge that you're equally important to all the success that occurs within our city.,so thank you.,to celebrate the community development week.,to celebrate the community development week.
to celebrate the community development week.,i,so thank you.,Whereas the week of April 21st through 25th 2025 has been designated as National Community Development Week to celebrate the community development week.,to celebrate the community development week.,to celebrate the community development week.
to celebrate the community development week.,i,Whereas the week of April 21st through 25th 2025 has been designated as National Community Development Week to celebrate the community development week.,to celebrate the community development week.,to celebrate the community development week.,to celebrate the community development week.
to celebrate the community development week.,i,to celebrate the community development week.,to celebrate the community development week.,to celebrate the community development week.,to celebrate the community development block grant programs.
to celebrate the community development week.,i,to celebrate the community development week.,to celebrate the community development week.,to celebrate the community development block grant programs.,"Whereas the CDBG programs provide annual funding and flexibility to local communities to provide decent, safe and affordable housing, a suitable living environment and economic opportunities to low and moderate income people."
to celebrate the community development block grant programs.,i,to celebrate the community development week.,to celebrate the community development week.,"Whereas the CDBG programs provide annual funding and flexibility to local communities to provide decent, safe and affordable housing, a suitable living environment and economic opportunities to low and moderate income people.","Whereas, over the past three years, the city of Pittsburgh has received over 40."
"Whereas the CDBG programs provide annual funding and flexibility to local communities to provide decent, safe and affordable housing, a suitable living environment and economic opportunities to low and moderate income people.",i,to celebrate the community development week.,to celebrate the community development block grant programs.,"Whereas, over the past three years, the city of Pittsburgh has received over 40.","5 million in CDBG funds and has funded a variety of projects that have directly benefited our citizens and neighborhoods, Whereas for over 100 years the Urban League has been providing vital community services, such as housing counseling and employment training, to Pittsburgh residents, including nearly 1,000 city residents directly benefiting from CDBG dollars over the last three years."
"Whereas, over the past three years, the city of Pittsburgh has received over 40.",i,to celebrate the community development block grant programs.,"Whereas the CDBG programs provide annual funding and flexibility to local communities to provide decent, safe and affordable housing, a suitable living environment and economic opportunities to low and moderate income people.","5 million in CDBG funds and has funded a variety of projects that have directly benefited our citizens and neighborhoods, Whereas for over 100 years the Urban League has been providing vital community services, such as housing counseling and employment training, to Pittsburgh residents, including nearly 1,000 city residents directly benefiting from CDBG dollars over the last three years.","And now, therefore, be it resolved that the city of Pittsburgh designates the week of April 21st through 25th as National Community Development Week, in support of this valuable program that has made tremendous contributions to the viability of the housing stock, infrastructure, public services and the economic wellbeing of our city."
