sentence,classification,prev2,prev1,next1,next2
that's what i call her a thing.,i,i said to her she said you're saying something.,i said i run from that thing.,she's supposed to her and her sister's supposed to have killed the woman.,"i, i'm old, i don't want to be beaten up, walking around crippled because of a woman that's not allowed in the building and you won't do nothing about it."
she's supposed to her and her sister's supposed to have killed the woman.,i,i said i run from that thing.,that's what i call her a thing.,"i, i'm old, i don't want to be beaten up, walking around crippled because of a woman that's not allowed in the building and you won't do nothing about it.","thank you, miss brown."
"i, i'm old, i don't want to be beaten up, walking around crippled because of a woman that's not allowed in the building and you won't do nothing about it.",p,that's what i call her a thing.,she's supposed to her and her sister's supposed to have killed the woman.,"thank you, miss brown.","next speaker, please."
"thank you, miss brown.",i,she's supposed to her and her sister's supposed to have killed the woman.,"i, i'm old, i don't want to be beaten up, walking around crippled because of a woman that's not allowed in the building and you won't do nothing about it.","next speaker, please.",good morning.
"next speaker, please.",p,"i, i'm old, i don't want to be beaten up, walking around crippled because of a woman that's not allowed in the building and you won't do nothing about it.","thank you, miss brown.",good morning.,my name is pete schmidt.
good morning.,p,"thank you, miss brown.","next speaker, please.",my name is pete schmidt.,"mexican war streets, north side 15212."
my name is pete schmidt.,p,"next speaker, please.",good morning.,"mexican war streets, north side 15212.","i am also the western pa district leader for seiu, local 32."
"mexican war streets, north side 15212.",b,good morning.,my name is pete schmidt.,"i am also the western pa district leader for seiu, local 32.",thank you.
"i am also the western pa district leader for seiu, local 32.",i,my name is pete schmidt.,"mexican war streets, north side 15212.",thank you.,"i just want to formally thank our council members for sponsoring and moving forward with the introduction of the expansion of the paid sick days: council member warwick, council member mosley, council member coghill, council member charlin and obviously president labelle, who's not here today, and also council members wilson and gross."
thank you.,i,"mexican war streets, north side 15212.","i am also the western pa district leader for seiu, local 32.","i just want to formally thank our council members for sponsoring and moving forward with the introduction of the expansion of the paid sick days: council member warwick, council member mosley, council member coghill, council member charlin and obviously president labelle, who's not here today, and also council members wilson and gross.",i just want to formally go on record and thank you and we appreciate your support.
"i just want to formally thank our council members for sponsoring and moving forward with the introduction of the expansion of the paid sick days: council member warwick, council member mosley, council member coghill, council member charlin and obviously president labelle, who's not here today, and also council members wilson and gross.",i,"i am also the western pa district leader for seiu, local 32.",thank you.,i just want to formally go on record and thank you and we appreciate your support.,thank you very much.
i just want to formally go on record and thank you and we appreciate your support.,i,thank you.,"i just want to formally thank our council members for sponsoring and moving forward with the introduction of the expansion of the paid sick days: council member warwick, council member mosley, council member coghill, council member charlin and obviously president labelle, who's not here today, and also council members wilson and gross.",thank you very much.,good morning.
thank you very much.,i,"i just want to formally thank our council members for sponsoring and moving forward with the introduction of the expansion of the paid sick days: council member warwick, council member mosley, council member coghill, council member charlin and obviously president labelle, who's not here today, and also council members wilson and gross.",i just want to formally go on record and thank you and we appreciate your support.,good morning.,i wish to address the council on the topic of homelessness and similar activities in the pittsburgh area.
good morning.,b,i just want to formally go on record and thank you and we appreciate your support.,thank you very much.,i wish to address the council on the topic of homelessness and similar activities in the pittsburgh area.,"my name is jacob pool, formerly zoltan jacob, and i have several names because american organizations were collecting children in the 80s and 90s, next to the civilian collapse, next to ukraine and next to serbia in the 80s."
i wish to address the council on the topic of homelessness and similar activities in the pittsburgh area.,p,thank you very much.,good morning.,"my name is jacob pool, formerly zoltan jacob, and i have several names because american organizations were collecting children in the 80s and 90s, next to the civilian collapse, next to ukraine and next to serbia in the 80s.","i see children cycle into children's camps, changing their names and altering identities and bringing us to america thousands of kids, one by one, and that's my story."
